transaction_id,account_id,amount,merchant_category,hour_of_day,is_fraud
ed255714,ACC-1009,12.27,Luxury_Retail,5,0
ea273f9e,ACC-1008,29.19,Retail,18,0
63d6be65,ACC-1060,0.7,Travel,6,0
e7bbef15,ACC-1098,8.94,Retail,14,0
53804858,ACC-1048,134.96,Gas_Station,18,0
3c5a05da,ACC-1087,85.7,Online_Marketplace,17,0
6a1d8109,ACC-1044,19.29,Crypto,22,0
18330dd7,ACC-1067,139.96,Retail,10,0
39caf88d,ACC-1002,80.73,Gas_Station,12,0
3579286b,ACC-1069,131.29,Groceries,19,0
f6dee7d5,ACC-1029,112.96,Online_Marketplace,22,0
a3de1af8,ACC-1035,32.9,Gas_Station,19,0
e1912e4d,ACC-1084,6.02,Gas_Station,8,0
48e82244,ACC-1008,124.73,Online_Marketplace,5,0
ae19637c,ACC-1086,111.04,Retail,6,0
9a75c063,ACC-1005,47.91,Crypto,6,0
dd34d45f,ACC-1027,61.73,Online_Marketplace,19,0
85169c84,ACC-1037,177.77,Luxury_Retail,6,0
ce2eaa4d,ACC-1076,9.16,Gas_Station,23,0
f905cdb6,ACC-1018,104.71,Luxury_Retail,15,0
6e2203dc,ACC-1038,29.78,Crypto,21,0
86bb2db9,ACC-1094,28.23,Groceries,6,0
0f5097d8,ACC-1006,159.88,Gas_Station,18,0
b6a0ba5e,ACC-1089,132.54,Groceries,17,0
4c839a0a,ACC-1048,131.35,Online_Marketplace,18,0
20f5dd5f,ACC-1028,180.55,Gas_Station,22,0
11e95ea7,ACC-1007,52.1,Groceries,9,0
708ba287,ACC-1067,118.2,Travel,18,0
7ae2d9bd,ACC-1026,18.97,Gas_Station,17,0
160800cc,ACC-1047,82.42,Groceries,7,0
8b411072,ACC-1034,36.99,Retail,22,0
c695e977,ACC-1097,59.7,Online_Marketplace,6,0
9d03bfbe,ACC-1026,109.52,Travel,22,0
b9c9a03f,ACC-1001,31.82,Luxury_Retail,15,0
c48d35bf,ACC-1096,259.24,Gas_Station,11,0
d8b151a6,ACC-1090,50.6,Online_Marketplace,12,0
bd111476,ACC-1041,71.42,Gas_Station,17,0
832c2cca,ACC-1068,165.81,Luxury_Retail,14,0
140f2418,ACC-1046,129.17,Crypto,16,0
61415ccf,ACC-1092,112.41,Travel,20,0
9264c8de,ACC-1040,112.83,Online_Marketplace,15,0
029a2ddb,ACC-1028,48.78,Online_Marketplace,6,0
1b7e726b,ACC-1070,39.73,Crypto,9,0
10dbbae3,ACC-1019,57.58,Travel,23,0
ca1a47fd,ACC-1072,17.72,Gas_Station,15,0
5f80a9cb,ACC-1083,147.51,Luxury_Retail,12,0
e50537d2,ACC-1062,35.29,Crypto,15,0
d65950a9,ACC-1093,32.55,Crypto,20,0
aa50517c,ACC-1092,17.86,Luxury_Retail,16,0
806fe57f,ACC-1069,91.29,Travel,20,0
3d41d672,ACC-1009,6.37,Crypto,6,0
f695d52e,ACC-1017,32.22,Luxury_Retail,6,0
aead4ae6,ACC-1019,74.37,Luxury_Retail,12,0
7d81af1b,ACC-1047,74.5,Retail,11,0
b34557e1,ACC-1002,0.69,Retail,20,0
a56b335d,ACC-1001,2.9,Retail,22,0
a5d7a96b,ACC-1036,73.2,Retail,21,0
b7859759,ACC-1055,94.81,Retail,21,0
a8acdc00,ACC-1012,90.75,Luxury_Retail,10,0
52086b5b,ACC-1079,21.84,Travel,9,0
c4053187,ACC-1050,28.66,Travel,13,0
7caf05ed,ACC-1072,81.09,Retail,16,0
16e04fd9,ACC-1010,197.54,Gas_Station,12,0
2b4a084f,ACC-1048,135.77,Crypto,6,0
b879624a,ACC-1081,34.01,Online_Marketplace,22,0
2109db94,ACC-1055,48.1,Retail,10,0
9eba14bd,ACC-1012,50.25,Crypto,15,0
cf9651db,ACC-1088,48.15,Travel,6,0
8b4d286f,ACC-1009,21.13,Travel,20,0
0c433cc2,ACC-1084,82.27,Crypto,13,0
31599921,ACC-1026,32.72,Retail,10,0
a0ac0ed2,ACC-1009,101.93,Travel,9,0
ad601069,ACC-1072,203.27,Groceries,10,0
393edbe1,ACC-1069,39.12,Luxury_Retail,17,0
fa3999da,ACC-1088,90.17,Groceries,17,0
081a1647,ACC-1044,119.01,Crypto,7,0
c2bc02d8,ACC-1009,9.88,Retail,8,0
bf2c688a,ACC-1081,72.41,Groceries,17,0
dfa017ae,ACC-1045,51.26,Groceries,19,0
b7cc3575,ACC-1087,59.77,Travel,17,0
7bd0d98c,ACC-1079,27.3,Travel,17,0
85d0d1cd,ACC-1034,52.45,Groceries,12,0
f39cc4ab,ACC-1094,99.8,Gas_Station,17,0
aeea1e2f,ACC-1011,195.11,Online_Marketplace,15,0
3fded93a,ACC-1097,145.93,Retail,14,0
36e63206,ACC-1023,265.32,Groceries,8,0
b5794290,ACC-1065,26.73,Online_Marketplace,19,0
c48fc1e9,ACC-1045,137.23,Online_Marketplace,8,0
f9d8c672,ACC-1100,68.33,Travel,7,0
dc98cc27,ACC-1052,268.98,Groceries,17,0
8a3c9af3,ACC-1031,30.83,Online_Marketplace,7,0
216a0ff9,ACC-1048,33.97,Travel,21,0
5fcb61d9,ACC-1034,9.94,Gas_Station,9,0
866346d7,ACC-1055,162.39,Online_Marketplace,9,0
ad5c6089,ACC-1100,2.58,Groceries,18,0
074f795b,ACC-1092,25.91,Retail,16,0
5c651649,ACC-1025,65.04,Crypto,20,0
346d3ff2,ACC-1000,84.18,Online_Marketplace,8,0
51123f34,ACC-1042,237.62,Online_Marketplace,15,0
e3f65d5b,ACC-1083,145.04,Online_Marketplace,15,0
5e9c28cc,ACC-1077,7.69,Travel,9,0
9dec37bb,ACC-1022,39.84,Crypto,11,0
aeb9f93b,ACC-1088,99.19,Online_Marketplace,15,0
409b7d99,ACC-1031,82.02,Crypto,20,0
555117e9,ACC-1100,233.15,Groceries,17,0
4d8d9cff,ACC-1072,167.94,Online_Marketplace,16,0
8fc6eca5,ACC-1087,3.08,Gas_Station,23,0
1f045df8,ACC-1059,121.31,Luxury_Retail,22,0
fbe3fe60,ACC-1037,185.39,Crypto,11,0
5dda634e,ACC-1063,38.55,Luxury_Retail,7,0
5315df2b,ACC-1084,173.78,Gas_Station,14,0
6bb5ee2c,ACC-1057,109.44,Gas_Station,18,0
25388412,ACC-1068,9.94,Travel,20,0
6236f2f3,ACC-1046,50.52,Travel,18,0
04f0efc3,ACC-1010,54.7,Crypto,22,0
c8acc2bf,ACC-1045,4.99,Retail,12,0
6787a823,ACC-1086,112.28,Gas_Station,6,0
270ad31e,ACC-1055,56.76,Crypto,17,0
6020683b,ACC-1028,35.76,Retail,5,0
712f6421,ACC-1088,62.03,Travel,21,0
b2905b08,ACC-1050,101.44,Travel,12,0
bd75a310,ACC-1019,121.16,Online_Marketplace,23,0
0a6521fd,ACC-1037,62.46,Groceries,5,0
e74b5742,ACC-1093,103.41,Online_Marketplace,7,0
f5aa51f2,ACC-1058,177.77,Gas_Station,16,0
9f24e805,ACC-1044,83.23,Luxury_Retail,11,0
268ecdfc,ACC-1089,24.85,Online_Marketplace,8,0
16d1828a,ACC-1005,205.12,Online_Marketplace,15,0
e2f968b6,ACC-1043,61.57,Luxury_Retail,8,0
285e5342,ACC-1021,167.93,Crypto,8,0
006c81b2,ACC-1070,56.75,Crypto,12,0
32668d89,ACC-1059,256.07,Gas_Station,15,0
397c30ca,ACC-1023,225.53,Gas_Station,17,0
b9626495,ACC-1094,25.1,Crypto,18,0
9d98deae,ACC-1054,147.16,Travel,11,0
3648d4c0,ACC-1035,114.54,Online_Marketplace,5,0
5a2d4b56,ACC-1068,186.86,Luxury_Retail,7,0
195e72e9,ACC-1058,46.49,Gas_Station,16,0
7a3dbb1c,ACC-1062,118.61,Retail,13,0
7723e70f,ACC-1078,155.84,Travel,15,0
ad358179,ACC-1045,125.87,Online_Marketplace,23,0
bda10e1c,ACC-1086,68.33,Luxury_Retail,19,0
25f1f3f2,ACC-1010,153.92,Crypto,14,0
a5864cd9,ACC-1030,23.06,Crypto,9,0
d69aaace,ACC-1088,121.75,Groceries,8,0
53bfb35b,ACC-1076,200.24,Gas_Station,21,0
f76d2198,ACC-1023,57.41,Gas_Station,23,0
0528cc60,ACC-1082,212.86,Online_Marketplace,22,0
c5327e83,ACC-1036,88.01,Gas_Station,22,0
6d2a8b7f,ACC-1057,120.34,Gas_Station,10,0
cdd4d438,ACC-1062,44.45,Travel,6,0
b77c3922,ACC-1064,88.41,Gas_Station,11,0
8b64ba19,ACC-1062,46.73,Crypto,20,0
ef17ee74,ACC-1010,156.74,Online_Marketplace,19,0
4bfb272c,ACC-1004,41.09,Travel,5,0
abd91969,ACC-1021,80.45,Groceries,12,0
844e3a22,ACC-1098,116.97,Luxury_Retail,19,0
f4d847ed,ACC-1014,86.66,Luxury_Retail,20,0
e1c3f36e,ACC-1069,43.99,Travel,8,0
9691db05,ACC-1096,1.39,Luxury_Retail,16,0
9e407345,ACC-1054,55.92,Retail,19,0
72456303,ACC-1004,43.73,Retail,12,0
854a3991,ACC-1011,145.51,Online_Marketplace,13,0
014a77cb,ACC-1094,48.57,Online_Marketplace,8,0
9ab95c1f,ACC-1054,100.4,Travel,16,0
4405da4d,ACC-1026,3.03,Gas_Station,9,0
a335ccf5,ACC-1068,29.29,Luxury_Retail,6,0
88390a80,ACC-1090,39.3,Groceries,22,0
e6182c58,ACC-1065,53.52,Groceries,14,0
9e308fa2,ACC-1100,5.36,Crypto,8,0
195bdf31,ACC-1083,69.79,Online_Marketplace,6,0
d802be32,ACC-1091,246.47,Gas_Station,9,0
6ed4c1cb,ACC-1062,53.53,Groceries,12,0
491e0a97,ACC-1080,19.97,Gas_Station,23,0
a32e2d66,ACC-1081,71.4,Online_Marketplace,17,0
d6af6451,ACC-1095,38.77,Luxury_Retail,7,0
666034ed,ACC-1041,27.9,Groceries,16,0
6f879936,ACC-1058,111.42,Travel,5,0
51a9d2aa,ACC-1068,125.75,Crypto,16,0
497a3f7a,ACC-1027,3.05,Online_Marketplace,11,0
b945d328,ACC-1036,7.58,Online_Marketplace,13,0
d5b14743,ACC-1072,22.49,Groceries,22,0
a09e2de8,ACC-1087,180.19,Luxury_Retail,20,0
120afcaf,ACC-1080,101.52,Luxury_Retail,6,0
37f39ea6,ACC-1020,186.69,Luxury_Retail,19,0
dd99fead,ACC-1025,214.5,Online_Marketplace,19,0
b55ccc48,ACC-1020,25.1,Crypto,9,0
e4c8fb4f,ACC-1046,107.66,Luxury_Retail,13,0
570fb8e8,ACC-1083,81.13,Groceries,7,0
3ab213e6,ACC-1039,357.89,Gas_Station,6,0
ba07a40a,ACC-1011,161.96,Crypto,12,0
d726d08e,ACC-1061,37.21,Crypto,8,0
94bbabfd,ACC-1066,45.55,Retail,9,0
603385ce,ACC-1089,110.64,Crypto,19,0
9f2c9c29,ACC-1016,70.35,Groceries,8,0
10298fdc,ACC-1011,25.64,Online_Marketplace,7,0
8257503d,ACC-1047,92.23,Crypto,8,0
ebd144ff,ACC-1096,14.66,Groceries,9,0
ccc1880b,ACC-1018,58.15,Luxury_Retail,9,0
9ecdb460,ACC-1078,218.71,Retail,21,0
f452a4d9,ACC-1092,138.16,Crypto,10,0
7946d770,ACC-1087,49.2,Gas_Station,9,0
b706eaab,ACC-1012,197.99,Online_Marketplace,11,0
52e3e19c,ACC-1049,57.74,Gas_Station,8,0
c95cc3d9,ACC-1017,36.13,Groceries,18,0
f1810642,ACC-1031,202.31,Gas_Station,13,0
b3817694,ACC-1084,103.89,Travel,14,0
2d9e2463,ACC-1065,53.72,Groceries,11,0
4299326c,ACC-1006,30.97,Gas_Station,17,0
a6d89044,ACC-1014,37.56,Luxury_Retail,12,0
04cd6751,ACC-1009,88.28,Gas_Station,20,0
d47cadef,ACC-1040,142.62,Travel,5,0
995d932c,ACC-1046,240.94,Gas_Station,17,0
d58a80f3,ACC-1009,89.86,Travel,10,0
638a9f75,ACC-1033,106.3,Retail,23,0
472b433d,ACC-1050,15.06,Gas_Station,6,0
edc2a728,ACC-1064,1.29,Travel,14,0
a2e96995,ACC-1051,9.24,Luxury_Retail,18,0
038cfc8c,ACC-1019,36.4,Retail,22,0
7b21dcd7,ACC-1065,54.85,Groceries,7,0
40e049eb,ACC-1050,33.1,Gas_Station,9,0
09c0aafe,ACC-1055,77.05,Travel,7,0
9a963ac9,ACC-1011,44.98,Crypto,12,0
25dd69bc,ACC-1077,26.11,Online_Marketplace,8,0
d4a3b993,ACC-1084,40.76,Retail,14,0
51a0dde1,ACC-1090,7.68,Crypto,10,0
54348931,ACC-1044,125.54,Gas_Station,5,0
fd620e1a,ACC-1047,100.09,Travel,21,0
44eafb5a,ACC-1003,47.76,Gas_Station,13,0
c6a5724d,ACC-1008,59.93,Groceries,18,0
12f31284,ACC-1063,125.14,Groceries,23,0
bcac42d4,ACC-1063,116.94,Online_Marketplace,21,0
b9efd999,ACC-1020,104.34,Luxury_Retail,23,0
bd6c9b9e,ACC-1092,16.26,Groceries,8,0
bc4a70f3,ACC-1005,107.06,Retail,12,0
702c4928,ACC-1060,26.33,Luxury_Retail,5,0
3adb73c8,ACC-1004,130.49,Groceries,17,0
33d9c073,ACC-1031,112.75,Travel,18,0
c72b91b8,ACC-1009,54.81,Online_Marketplace,15,0
7a9f051a,ACC-1086,75.97,Travel,16,0
b0e36ad1,ACC-1066,40.43,Retail,10,0
c518ff9f,ACC-1059,113.86,Retail,17,0
4aac0d09,ACC-1011,116.15,Luxury_Retail,14,0
94709d7a,ACC-1025,43.39,Travel,19,0
f48d682b,ACC-1079,71.1,Groceries,23,0
a05343d2,ACC-1063,15.18,Gas_Station,19,0
8f733a2f,ACC-1031,54.74,Luxury_Retail,11,0
b929e11d,ACC-1029,36.04,Gas_Station,5,0
126127d8,ACC-1088,11.54,Travel,16,0
47010fcc,ACC-1084,150.63,Retail,15,0
bfdcdcb4,ACC-1067,7.69,Online_Marketplace,14,0
acfe021b,ACC-1018,133.57,Gas_Station,18,0
1d46e235,ACC-1029,62.97,Crypto,13,0
e5bd9698,ACC-1047,102.98,Luxury_Retail,21,0
6e97a8b9,ACC-1064,194.16,Online_Marketplace,7,0
6a93edb8,ACC-1072,197.16,Gas_Station,17,0
2c123a1a,ACC-1030,29.69,Retail,18,0
b78a929e,ACC-1050,107.71,Groceries,13,0
6a5c9ede,ACC-1034,29.7,Crypto,15,0
0c81354f,ACC-1099,87.11,Gas_Station,7,0
a07eab37,ACC-1013,10.4,Luxury_Retail,23,0
d8e87f0f,ACC-1052,58.66,Gas_Station,19,0
ca13b295,ACC-1026,34.43,Retail,22,0
4609bfdf,ACC-1015,166.78,Online_Marketplace,14,0
94682f88,ACC-1090,75.44,Retail,10,0
87a0627f,ACC-1041,83.76,Crypto,6,0
cf5f98c6,ACC-1050,8.81,Gas_Station,7,0
c0722a90,ACC-1033,1.24,Travel,6,0
acb61034,ACC-1057,6.74,Luxury_Retail,10,0
09efaa46,ACC-1059,89.45,Travel,22,0
e8190700,ACC-1007,7.9,Retail,9,0
5c1de049,ACC-1051,78.98,Luxury_Retail,12,0
17cc7ee4,ACC-1033,257.54,Groceries,7,0
7eae27a4,ACC-1025,137.11,Luxury_Retail,7,0
208cf5a0,ACC-1042,17.4,Crypto,19,0
56bb3631,ACC-1021,170.12,Retail,6,0
e9e880e3,ACC-1003,9.19,Travel,18,0
c995c5f7,ACC-1027,153.81,Online_Marketplace,18,0
c6fab1bc,ACC-1019,50.81,Gas_Station,13,0
7f285395,ACC-1063,137.08,Retail,12,0
09060548,ACC-1011,14.85,Online_Marketplace,22,0
a283fea4,ACC-1025,51.84,Groceries,17,0
f90529fa,ACC-1069,217.64,Crypto,21,0
d742e82f,ACC-1091,82.69,Luxury_Retail,5,0
fee9e647,ACC-1062,28.09,Groceries,20,0
17682159,ACC-1049,132.94,Groceries,23,0
66eebc0d,ACC-1076,171.11,Groceries,10,0
a4d8bbdc,ACC-1060,73.56,Gas_Station,5,0
7d808bca,ACC-1020,127.09,Travel,16,0
a5f05352,ACC-1034,97.86,Retail,12,0
2e8110ff,ACC-1049,164.38,Travel,6,0
9555c863,ACC-1075,83.85,Groceries,10,0
21f03707,ACC-1090,8.47,Groceries,16,0
6d0e9bd2,ACC-1018,113.28,Crypto,16,0
111ff83b,ACC-1039,277.07,Travel,11,0
b68c0d8a,ACC-1007,68.19,Gas_Station,20,0
a1aede96,ACC-1061,74.82,Gas_Station,12,0
b7fd171d,ACC-1016,4.06,Retail,15,0
db37c04c,ACC-1002,34.98,Groceries,10,0
187a5ae9,ACC-1014,133.03,Gas_Station,23,0
b70a5dbe,ACC-1047,35.61,Luxury_Retail,21,0
01d9c1d9,ACC-1043,57.16,Crypto,17,0
a4d02f23,ACC-1093,2.23,Groceries,15,0
79159b5b,ACC-1022,97.9,Online_Marketplace,20,0
049b0c87,ACC-1078,83.37,Crypto,22,0
2b655b65,ACC-1075,153.75,Luxury_Retail,16,0
3758173c,ACC-1093,1.0,Luxury_Retail,10,0
73ea41a1,ACC-1093,23.01,Crypto,14,0
08946f19,ACC-1098,47.88,Retail,23,0
7e149c05,ACC-1040,5.57,Travel,6,0
2a9b4db4,ACC-1013,87.73,Luxury_Retail,12,0
f06caef1,ACC-1009,125.7,Online_Marketplace,9,0
59b7bedd,ACC-1081,42.22,Gas_Station,16,0
1a044cf4,ACC-1033,136.96,Retail,15,0
3a1c8515,ACC-1044,185.56,Gas_Station,12,0
cd6b99e7,ACC-1049,91.34,Groceries,8,0
e6cfe263,ACC-1052,237.68,Online_Marketplace,18,0
5e8c01d7,ACC-1048,27.38,Online_Marketplace,17,0
4cb302d2,ACC-1097,74.47,Retail,20,0
13865dd6,ACC-1009,127.87,Crypto,12,0
77589ca1,ACC-1040,199.6,Luxury_Retail,6,0
69e36163,ACC-1021,115.44,Groceries,8,0
a39a353a,ACC-1011,44.44,Online_Marketplace,10,0
0939fc38,ACC-1083,78.0,Groceries,20,0
8390b27d,ACC-1012,62.55,Gas_Station,18,0
2e6db574,ACC-1089,294.58,Groceries,11,0
42379ec4,ACC-1036,62.92,Travel,22,0
ec9bf5ea,ACC-1050,60.94,Groceries,12,0
d82bf242,ACC-1006,122.58,Travel,22,0
6c440d3b,ACC-1037,98.1,Groceries,5,0
c8a4c4d5,ACC-1003,72.39,Luxury_Retail,20,0
d84204ad,ACC-1010,29.05,Gas_Station,10,0
1262b447,ACC-1050,97.15,Online_Marketplace,8,0
1531cff0,ACC-1011,238.2,Online_Marketplace,20,0
b9fcb5cb,ACC-1047,184.54,Crypto,22,0
941bec90,ACC-1005,209.32,Online_Marketplace,16,0
9300fd0b,ACC-1028,1.12,Groceries,19,0
4ef534cc,ACC-1019,48.96,Luxury_Retail,13,0
a7ca158b,ACC-1044,37.42,Luxury_Retail,8,0
0812e54e,ACC-1075,55.57,Luxury_Retail,22,0
7cf64d36,ACC-1049,159.42,Gas_Station,22,0
8b87d826,ACC-1087,119.25,Luxury_Retail,21,0
c0533a55,ACC-1030,202.96,Luxury_Retail,20,0
d8f50463,ACC-1091,34.2,Online_Marketplace,14,0
494e819b,ACC-1066,7.31,Retail,21,0
f89854df,ACC-1018,51.21,Luxury_Retail,23,0
fb0b77b6,ACC-1027,115.49,Retail,19,0
9007c490,ACC-1054,132.32,Luxury_Retail,11,0
b0416415,ACC-1080,57.33,Retail,18,0
fc75f438,ACC-1093,79.0,Gas_Station,13,0
4d2ee99a,ACC-1071,79.51,Luxury_Retail,7,0
b9ef7eae,ACC-1035,16.42,Online_Marketplace,22,0
75d594bd,ACC-1089,216.9,Travel,19,0
4238ea8c,ACC-1053,24.04,Travel,23,0
565f7c90,ACC-1072,100.31,Retail,18,0
2e910821,ACC-1013,25.43,Travel,23,0
9a54d92a,ACC-1068,22.73,Travel,8,0
2ba797c9,ACC-1083,219.69,Groceries,18,0
8b0e522e,ACC-1004,44.57,Online_Marketplace,23,0
32c772f3,ACC-1079,26.91,Gas_Station,13,0
1a598e34,ACC-1042,119.62,Travel,17,0
d3578a00,ACC-1060,234.9,Crypto,12,0
7f03721b,ACC-1038,162.66,Groceries,16,0
6c07e635,ACC-1089,23.11,Groceries,13,0
1b4508b7,ACC-1038,60.65,Crypto,8,0
afbaf591,ACC-1093,307.34,Crypto,19,0
cbdfbb2b,ACC-1027,55.92,Online_Marketplace,7,0
b867e249,ACC-1066,51.39,Luxury_Retail,18,0
8d71c32d,ACC-1020,47.59,Luxury_Retail,16,0
b5a6c3b1,ACC-1017,69.81,Retail,14,0
1343a242,ACC-1022,35.56,Luxury_Retail,21,0
0216091f,ACC-1004,7.37,Gas_Station,11,0
99eb4273,ACC-1025,4.69,Online_Marketplace,6,0
d26c7554,ACC-1050,46.72,Groceries,16,0
7e287eda,ACC-1030,4.34,Crypto,8,0
0297375d,ACC-1022,21.28,Groceries,20,0
76cda833,ACC-1044,60.64,Luxury_Retail,20,0
072133c9,ACC-1088,24.5,Groceries,10,0
c3fb7615,ACC-1006,200.4,Retail,14,0
12fafaf6,ACC-1028,215.1,Gas_Station,23,0
31cd3ce0,ACC-1034,159.15,Crypto,12,0
2122b7db,ACC-1099,174.61,Crypto,18,0
066b61b5,ACC-1016,157.34,Luxury_Retail,5,0
df48d4ca,ACC-1001,15.73,Crypto,10,0
60efffd5,ACC-1039,12.86,Gas_Station,13,0
c1fa4e29,ACC-1048,90.75,Crypto,13,0
de96472e,ACC-1027,27.78,Luxury_Retail,16,0
e7e909f7,ACC-1079,61.06,Online_Marketplace,14,0
d87f50a9,ACC-1065,225.23,Online_Marketplace,23,0
e6f5056c,ACC-1076,143.57,Crypto,16,0
bbf4a1b0,ACC-1013,177.16,Travel,14,0
e68f22ba,ACC-1081,122.17,Online_Marketplace,7,0
d45ca5c5,ACC-1091,62.91,Groceries,13,0
960bd9f5,ACC-1066,2.45,Crypto,14,0
00b173dd,ACC-1076,98.94,Luxury_Retail,12,0
8f06b061,ACC-1092,72.21,Online_Marketplace,15,0
38f0e1b6,ACC-1053,121.3,Retail,20,0
17473ed5,ACC-1090,25.97,Online_Marketplace,17,0
98703132,ACC-1091,12.52,Travel,11,0
305dcdd9,ACC-1060,121.1,Gas_Station,22,0
65f7f82c,ACC-1021,94.43,Crypto,16,0
d3e48516,ACC-1012,13.9,Luxury_Retail,22,0
a312c7bf,ACC-1071,165.93,Online_Marketplace,9,0
a8e4a1e4,ACC-1042,58.11,Luxury_Retail,10,0
ea3b00bb,ACC-1028,111.59,Crypto,7,0
e85d5373,ACC-1042,109.31,Crypto,14,0
d6c3b0ad,ACC-1059,19.05,Groceries,13,0
9dd0f3a7,ACC-1081,82.61,Luxury_Retail,8,0
31a62a29,ACC-1060,75.11,Travel,23,0
6b5c670a,ACC-1087,142.4,Gas_Station,21,0
5e83a28c,ACC-1006,31.51,Online_Marketplace,21,0
c8d5d819,ACC-1043,2.27,Luxury_Retail,9,0
244b330a,ACC-1040,154.9,Online_Marketplace,23,0
b6100497,ACC-1042,20.43,Luxury_Retail,10,0
c8c04cff,ACC-1007,90.85,Crypto,10,0
ae47061c,ACC-1097,105.66,Retail,19,0
0143d34f,ACC-1020,110.6,Luxury_Retail,10,0
ffdeae86,ACC-1055,78.04,Online_Marketplace,7,0
e6892d34,ACC-1061,225.48,Crypto,18,0
438c18db,ACC-1025,158.19,Online_Marketplace,5,0
b12a1bac,ACC-1041,219.65,Crypto,16,0
579d9a2a,ACC-1086,71.1,Luxury_Retail,21,0
989a7456,ACC-1044,40.33,Retail,12,0
7415f998,ACC-1064,4.49,Groceries,9,0
89223a3b,ACC-1005,89.91,Travel,14,0
60e2807f,ACC-1066,46.24,Groceries,14,0
64b1b36d,ACC-1087,160.33,Travel,21,0
d27dbe2a,ACC-1096,61.42,Gas_Station,15,0
581af5d0,ACC-1029,65.03,Gas_Station,10,0
e735fdd7,ACC-1002,13.64,Gas_Station,9,0
502ad112,ACC-1046,44.31,Travel,21,0
a68f2b03,ACC-1081,80.78,Crypto,6,0
efd7b353,ACC-1076,121.02,Groceries,22,0
67deacde,ACC-1002,84.82,Retail,8,0
d99f3d74,ACC-1048,124.33,Retail,8,0
069315f1,ACC-1089,67.09,Retail,22,0
7e0244e0,ACC-1080,31.6,Gas_Station,11,0
9adfa321,ACC-1012,51.84,Retail,14,0
a8f82eb8,ACC-1077,84.76,Crypto,21,0
2e305b70,ACC-1013,3.98,Crypto,9,0
bf669aa6,ACC-1100,27.83,Travel,8,0
bbc20a39,ACC-1025,69.58,Retail,20,0
ebc6216d,ACC-1045,47.84,Luxury_Retail,13,0
0b8fae1b,ACC-1005,90.83,Crypto,18,0
8d2d9fe3,ACC-1061,120.26,Travel,20,0
54113327,ACC-1085,152.92,Groceries,12,0
d1279dde,ACC-1063,97.26,Retail,8,0
ecfe27cf,ACC-1092,75.6,Gas_Station,7,0
ac007e29,ACC-1029,148.27,Crypto,8,0
ef943f13,ACC-1006,216.55,Online_Marketplace,14,0
b57096a7,ACC-1037,151.44,Retail,10,0
8862f93b,ACC-1014,134.09,Groceries,15,0
62edee0d,ACC-1017,77.96,Retail,6,0
2616539a,ACC-1056,12.48,Crypto,10,0
92c6e8fb,ACC-1043,52.61,Travel,13,0
2dfecf9e,ACC-1058,101.77,Gas_Station,8,0
5d088bdd,ACC-1061,22.57,Groceries,17,0
9130a8d8,ACC-1021,68.68,Luxury_Retail,18,0
78473eb5,ACC-1007,25.54,Retail,9,0
2783d93c,ACC-1075,11.15,Luxury_Retail,10,0
4a8a84a1,ACC-1023,90.67,Online_Marketplace,23,0
3acca602,ACC-1003,42.32,Travel,17,0
ba5d9137,ACC-1062,85.17,Luxury_Retail,9,0
3acdbaf2,ACC-1008,47.59,Retail,18,0
8da68ecb,ACC-1086,155.36,Groceries,15,0
8deebf7e,ACC-1085,44.94,Travel,23,0
1de8e833,ACC-1088,313.24,Luxury_Retail,15,0
f6597b4b,ACC-1093,99.33,Crypto,8,0
74b0f455,ACC-1086,68.48,Gas_Station,20,0
4077a2e5,ACC-1071,35.84,Crypto,17,0
9b8d2d71,ACC-1020,120.03,Travel,6,0
306bfcbe,ACC-1021,7.56,Travel,20,0
53b28be7,ACC-1042,62.2,Retail,20,0
74dec4f4,ACC-1070,306.01,Groceries,6,0
72ddddd5,ACC-1030,40.39,Crypto,17,0
cfffbb48,ACC-1073,164.93,Retail,19,0
93c5b8e8,ACC-1040,20.32,Online_Marketplace,7,0
2634df18,ACC-1013,46.5,Retail,20,0
02cf694d,ACC-1070,227.08,Online_Marketplace,18,0
a79df291,ACC-1081,12.7,Retail,7,0
281347df,ACC-1083,231.24,Groceries,21,0
33272669,ACC-1006,120.78,Crypto,19,0
4bc51d2b,ACC-1071,6.25,Luxury_Retail,12,0
58620e22,ACC-1091,113.24,Luxury_Retail,20,0
eca42214,ACC-1084,147.26,Online_Marketplace,8,0
b631c095,ACC-1081,112.18,Gas_Station,5,0
0cde43c0,ACC-1047,107.02,Luxury_Retail,14,0
50e46fc3,ACC-1021,22.71,Crypto,8,0
a1832773,ACC-1032,25.25,Online_Marketplace,9,0
d8c65dba,ACC-1050,42.56,Travel,11,0
b49bd19e,ACC-1043,112.07,Gas_Station,19,0
2f150e98,ACC-1081,67.77,Retail,18,0
a8891921,ACC-1057,83.53,Luxury_Retail,23,0
4ff0a42f,ACC-1063,88.02,Online_Marketplace,23,0
be6a7e3a,ACC-1055,111.06,Retail,21,0
cddd21b0,ACC-1065,105.98,Luxury_Retail,23,0
77424f86,ACC-1022,158.08,Luxury_Retail,10,0
e7cbb43f,ACC-1084,133.39,Crypto,9,0
60d98682,ACC-1049,95.92,Travel,15,0
f63c98f6,ACC-1043,42.98,Online_Marketplace,12,0
67ae5e88,ACC-1052,116.1,Groceries,19,0
8aa47c08,ACC-1089,92.96,Travel,21,0
296ef413,ACC-1027,70.77,Travel,15,0
